#x0,x1,x2,y0,y1,y2
-0.28564860725511343,0.22787401153610704,-0.006547060589752002,1.010942598248988,-1.410605621260607,-0.14413747140023783
-1.248350932759802,-1.1645178352188683,0.04710979666716538,-0.3620796043493545,-1.8214108590603284,0.2786786901836374
-1.1717812690609632,-0.4205372244924044,0.09475938289910384,-0.2913700685636109,-1.3945025711906316,-0.23833819763225383
-0.9014775490937406,-0.4054099316068971,-0.20074737298364223,-0.41086271840955174,-1.0331559224931073,-0.9424126815616088
-0.2539537710010662,-0.11620548773920648,-0.04791898213028144,1.0079631825756112,-1.1452365020887298,0.2618631829904383
1.3599289707167073,0.11923936917900632,0.01715327890335767,-0.7055063204319526,-0.3688319154322555,1.3100316168918358
0.005198592483647513,-0.1038270519899528,0.14956934929649682,1.644583667427244,-1.3443668748812962,0.8838448984566031
-0.7494057913897245,-0.061886197979626495,0.1859866723497397,0.2820416717257971,-1.3753720056320387,0.08356466643009806
1.139437035306028,-0.22797635608640265,0.010560778994227188,-0.5349522459965503,0.460079539227057,0.7879098978433837
-1.1388900212130166,-0.42273881275758196,-0.20776707964024432,-0.3206452765362403,-1.1518234168279469,-1.0129315918487223
-0.6827339284316664,0.02622572944248054,0.051761677795584805,0.07742717605369828,-1.2929556832760667,-0.3839420771496451
-0.8677553172340203,0.024604083751467914,-0.0504051968524467,-0.2431834479035764,-1.3693070687771605,-0.7733341630852635
1.0261425274316216,0.010145251327939774,-0.23562173061471003,0.09690777153476357,-0.668134012807623,1.3972860442324169
-0.742899229867445,-0.22225048963022653,-0.18801988593092542,0.019269414015800762,-1.1091833566020464,-0.9350096252908857
0.728321971126342,0.10322615145435549,0.2276305014898626,0.7650135485396452,-0.7314011963335176,1.163784730741614
-0.46095513766911145,-0.1479197385279969,0.012749908964812763,0.6999139250830404,-1.2343081786106063,-0.03362036275452184
-1.1766775400722986,-0.4514710542561428,0.19952829722500123,-0.14174665041181267,-1.6631006211592987,-0.10822483610420061
-1.188799360066588,-0.4930999224669995,0.2128808062318589,0.008589119948105739,-1.9685063801225215,-0.05042015099361015
-1.1700074538764809,-0.42451048816505876,0.023575935623240587,-0.16447748253207145,-1.2969092760297556,-0.6185726215529085
0.49720742648492333,-0.053109838636756224,-0.11936526002402073,1.2040405066123694,-0.7492657639999221,1.133920054438234
-0.21019126990880377,0.05354361040121564,0.22841986341207918,1.4176738353697829,-1.9488357880793494,0.6909521604040391
-0.20708836332470115,-0.17512114184316427,0.13384173651673667,1.3499339753914001,-1.3809558898151768,0.7934518437463269
-0.5800991118340305,0.1480382160599451,0.06897161325195918,0.44608794944460045,-1.4521316580767287,-0.3218322693569239
